id,bilissel_performans_skoru
1,6.050865166394857
2,6.392023467939066
3,3.0366207323223855
4,7.111865391807467
5,3.6115645231858697
6,5.458579275220709
7,3.362764842935315
8,7.396689753359941
9,3.6714719058231124
10,3.6357744481821985
11,8.532105884592227
12,4.232375697250989
13,6.3593832007734195
14,6.955839918782636
15,5.960217244435216
16,4.35599997817696
17,7.258054268366874
18,7.966633498274635
19,7.405933823296855
20,4.8447828359749385
21,4.21314616741961
22,7.367525494148387
23,2.9045162381014706
24,5.270584929436441
25,7.24713378136913
26,6.762834618649692
27,7.021038378618517
28,8.152716792813735
29,4.0263361714396755
30,7.70186633477052
31,6.929752022608901
32,6.700276225838245
33,5.391092204087315
34,5.20264683263853
35,4.218065416121509
36,5.41007871769399
37,4.790049691248667
38,5.848064440783831
39,7.458990726002093
40,7.970182875351916
41,6.532380598157009
42,6.153602915473207
43,6.837154422447049
44,5.515120105015093
45,8.972193669753661
46,1.746356015871866
47,5.193551710201062
48,6.595655470635222
49,4.831534919796557
50,7.921305361697743
51,7.217041499034263
52,3.2434728098620274
53,6.86039138249735
54,7.376285683881398
55,4.277311881727466
56,5.960448797644322
57,2.4609025904047233
58,3.621875254383345
59,4.559484886270319
60,4.072172895449915
61,8.858979165389426
62,8.604359534900624
63,7.426016539259284
64,5.487696180199268
65,4.6424822000488835
66,6.269607959502921
67,4.814272110176077
68,5.548292427251674
69,7.604083551896176
70,3.0767899950484754
71,4.459764897845775
72,8.36177086647565
73,8.344011201975897
74,5.787477775946633
75,2.678255538733199
76,7.330639999853923
77,4.4099362046578845
78,3.7879139066842438
79,8.794502814754795
80,6.009128836689871
81,4.06662952089075
82,4.876545529026342
83,6.2347568797880175
84,7.301844906064657
85,5.692531083620556
86,7.09299043242118
87,7.35446533714809
88,7.449525075302117
89,3.2159334883894046
90,8.434852617215348
91,4.250290885144825
92,2.8288008348648748
93,5.992745526354212
94,7.8199300619786705
95,5.875047186815008
96,7.641432706922028
97,4.662600631190438
98,3.8185696677963126
99,6.041050659240558
100,8.942541028442951
101,5.138766583350932
102,6.082230065655584
103,5.265934116163602
104,3.788256740591427
105,6.073435087175442
106,5.717673699955932
107,8.014142514983757
108,8.736530160744437
109,7.926635993866955
110,7.9725611369405645
111,3.9692924340292497
112,2.9964876944464147
113,6.770439058522356
114,5.7250856104638395
115,7.084495137353477
116,8.180920148178691
117,7.770890703043453
118,7.4919509033250105
119,8.702151250298773
120,3.4046371237786897
121,1.5274981448187233
122,6.252195362166287
123,7.278661949040887
124,3.6992936787816286
125,3.3428008836078202
126,8.016842333586169
127,4.438742070743263
128,7.112656616372165
129,4.601668252198402
130,8.299564268177491
