id,bilissel_performans_skoru
1,5.982962228666997
2,6.349423974274527
3,3.0381784586030047
4,7.102656241664365
5,3.6620451538808334
6,5.431782859525161
7,3.4348340396861214
8,7.382751518385255
9,3.703727792553176
10,3.638592215781732
11,8.568936701067607
12,4.169737253483097
13,6.349582312541486
14,6.9034032036222115
15,5.956674021990178
16,4.300544239890111
17,7.292459555578015
18,7.985529335472997
19,7.3466667443433895
20,4.913330504318609
21,4.296079105265601
22,7.310909482334232
23,2.8872979742124203
24,5.231993655214425
25,7.1619516651600925
26,6.7056613093209325
27,7.053790659640843
28,8.17043783178603
29,3.9894394918636618
30,7.6904955694053925
31,6.820908334829687
32,6.721609273712877
33,5.381589980955342
34,5.285199033300799
35,4.173145113940254
36,5.459126286801687
37,4.819326490392502
38,5.882392987646277
39,7.412348643570025
40,7.992351794407936
41,6.493374161935773
42,6.120227597256099
43,6.90231836453541
44,5.521495636285162
45,8.970358402904969
46,1.7082124492640207
47,5.160471845538165
48,6.647074458541364
49,4.857306050845607
50,7.913980327762594
51,7.202984557222068
52,3.2202112173279507
53,6.827935479474914
54,7.426622015416822
55,4.372356420763685
56,6.015088456525562
57,2.4817843767276204
58,3.5773353330615176
59,4.563575745012469
60,4.092338986383112
61,8.84586179171241
62,8.611737920565549
63,7.446296949661342
64,5.459339098299898
65,4.602569577872085
66,6.266159175435188
67,4.821719465390843
68,5.4661769130621165
69,7.622155353194872
70,3.061064583096683
71,4.407201445919188
72,8.292777345522179
73,8.378852468051535
74,5.77902207513311
75,2.6593723856717233
76,7.346513659725745
77,4.407292097716403
78,3.7769326279014432
79,8.830434806837248
80,6.044995921358607
81,4.032854980575319
82,4.8826316745039
83,6.26041962827616
84,7.304313539962061
85,5.650619159005654
86,7.084800162365427
87,7.436480217914884
88,7.46839058767778
89,3.2447880616892366
90,8.419071264912215
91,4.262928460951336
92,2.7730409244959784
93,6.014575970909194
94,7.8545062526495215
95,5.8589774962218915
96,7.682813816729008
