id,bilissel_performans_skoru
1,6.003778664570843
2,6.36496202366541
3,3.0267254834966715
4,7.099854634502211
5,3.6433132842959663
6,5.4765373382697184
7,3.395201249460376
8,7.3839112774199585
9,3.6529489313592087
10,3.6404868398469454
11,8.543490607750304
12,4.2037351357028045
13,6.346923808309693
14,6.952334223667369
15,5.958329959300414
16,4.301715385078721
17,7.279132479871713
18,7.961988137072064
19,7.422502777394724
20,4.905010295794883
21,4.279827373549575
22,7.361594791205407
23,2.914791351533294
24,5.212116791875187
25,7.227998432768291
26,6.732642549218459
27,7.033704018216209
28,8.172580746109647
29,4.003850951699436
30,7.726855883850137
31,6.8990274028810425
32,6.718713066636159
33,5.367866663756001
34,5.198079499574959
35,4.184850350100675
36,5.461456612599735
37,4.800831343773171
38,5.850671900223572
39,7.43458942519608
40,7.998457023311474
41,6.480009988683927
42,6.2300562491013824
43,6.86247111240262
44,5.519229321225508
45,8.987001293297471
46,1.7476011927801807
47,5.1861772379289715
48,6.595244063567392
49,4.86391342479363
50,7.8994418194144
51,7.2270313468302145
52,3.231149423014605
53,6.851354034731576
54,7.340966250470993
55,4.295145281735422
56,5.948142621707572
57,2.4680330756549034
58,3.6021526274685365
59,4.575388295857831
60,4.045860215576251
61,8.8565592072441
62,8.600045615325577
63,7.430042720233498
64,5.446542439241293
65,4.605974296415601
66,6.278410637094127
67,4.827648883399513
68,5.5311616969667465
69,7.580652964635122
70,3.0398074559282415
71,4.445821644042096
72,8.322837520133788
73,8.369168050683713
74,5.751951117453951
75,2.6304925032044997
76,7.313798028755982
77,4.387721538414377
78,3.7789111406249787
79,8.800006604895149
80,5.989681932905093
81,4.075914987988807
82,4.896201563868661
83,6.262798577907157
84,7.297952361759811
85,5.613146353140575
86,7.102464900769494
87,7.373435914149035
88,7.4417776603219385
89,3.2202106275883446
90,8.421803826163963
91,4.230520519352653
92,2.8001341110560487
93,6.043190037553078
94,7.827407357867411
95,5.8778185838677075
96,7.660151370171734
97,4.643471887029028
98,3.7797425409925216
99,6.015267751659362
100,8.930702134366097
101,5.1097783588163175
102,6.05241740078359
103,5.291043033669763
104,3.772442387785051
105,6.046681252225449
106,5.706087796752768
107,8.041861474714578
108,8.763776529107876
109,7.927836147392326
110,7.974401918503169
111,3.9317015562771003
112,3.026516800857336
113,6.806342611870878
114,5.722500631758897
115,7.06962749425705
116,8.176059081439421
117,7.730309452841567
118,7.44740156058891
119,8.696809736466463
120,3.43561767782135
121,1.562795376765155
122,6.239933869036704
123,7.271695850991
124,3.6828054213818566
125,3.3713475243645923
126,8.037617454717678
127,4.4060289593785384
128,7.1349331481067
129,4.579669267821128
130,8.268935106561136
131,5.738013689512542
132,5.765399902348527
133,4.619952039307987
134,6.6913130034249235
135,7.326468077114315
136,7.622175710348246
137,7.428242911397484
138,6.491215984596891
139,4.531992802690535
140,6.371553059094094
141,7.376684617178796
142,4.925648138266391
143,3.5928668799717354
144,4.461934890010558
145,6.057506209003463
146,8.338331420209272
147,6.0892286585928534
148,7.995713742589507
149,3.3278376638839506
150,6.724031222665991
151,8.026060464953293
152,2.6286718485421314
153,5.032535470434439
154,7.887929973024846
155,5.8749055810881305
156,8.543601200212128
157,4.502507034466942
158,4.889485076996658
159,4.826089713291101
160,4.486151701030688
161,4.296981301030267
162,6.162198828180845
163,4.480792371645579
164,4.085746371771068
165,8.786435104623735
166,5.924402331838097
167,8.30224212070201
168,4.083017696289912
169,7.868809849495414
170,7.629636198078962
171,6.853257616201162
172,7.562322260708996
173,3.3581510377473114
174,4.6651146040302836
175,7.947625870741161
176,6.131679889702021
177,6.250751583440274
178,5.864911812350224
179,1.5144101210612158
180,6.127896970472036
181,3.480235995605876
182,3.321139589956479
183,3.7906546421265963
184,4.146834910191107
185,9.141324287795298
186,6.054300027795124
187,4.657588029294094
188,9.214012259272911
189,5.9466964188159395
190,5.892215832359193
191,4.079144755962715
192,2.9234345353109994
193,5.513470300966581
194,4.08684806726449
195,8.958978618377563
196,8.158470831205351
197,6.762770401153591
198,7.417980679782055
199,6.712458000464837
200,2.78614321331809
201,8.763760727624245
202,6.752391373803898
203,5.535063499607019
204,4.419232460256153
205,8.76385259998556
206,6.070158425284847
207,6.415582907485472
208,3.6660281178381338
209,6.167390220541046
210,6.389644840373773
211,4.536695227876075
212,8.380808872359855
213,2.901853308567453
214,5.241185804228999
215,6.5099240876889315
216,9.406576147970135
217,8.203487788216833
218,4.296250144875407
219,5.474086736034312
220,5.0567680637666275
221,0.9462498746342958
222,5.480924850517285
223,2.8935880987452354
224,8.140145887259472
225,5.886498174330151
226,8.200376457793796
227,7.619012640897019
228,5.374020873433869
229,3.542306391431125
230,2.9230958490483294
231,7.412842856962204
232,7.437370907024674
233,3.7876140983395308
234,1.328584748637439
235,6.582108013472599
236,5.6181537938149715
237,7.102188270471909
238,5.695878741135493
239,7.595305898334788
240,3.8996530027510787
241,8.996721142394806
242,6.530055417626469
243,4.6940020713687245
244,4.586888446945887
245,4.324618710615847
246,1.8253740507922607
247,7.557004515720937
248,6.012440893275093
249,7.145083704379557
250,8.556440312005067
251,6.340835318974683
252,7.009148373864264
253,7.209235156728531
254,5.568593499955576
255,2.1980671917167034
256,8.717165199861997
257,4.560713411906201
258,4.721614515894878
259,6.337467605783323
260,6.45336584120033
261,2.075274219211876
262,5.380621056855518
263,5.903068202646086
264,4.718158007870563
265,4.430335517725087
266,6.153044115878661
267,4.287318232389609
268,9.031667682474527
269,7.343470939348672
270,2.1546138638025973
271,4.907480117311856
272,9.457374691604358
273,3.6761240080860293
274,5.621472033813693
275,9.232925407926718
276,6.043693231163597
277,9.29882932291005
278,5.415469140859328
279,3.8244373134160417
280,2.1901035091105157
281,5.14010281873463
282,8.737822752940282
283,6.304421534694551
284,6.19302653732119
285,7.6166123389982925
286,3.4042434807637783
287,3.223885846019512
288,8.208774875363625
289,3.6299999986977585
290,4.331993639794628
291,3.2549400433363496
292,3.7959928156623004
293,5.376844024917765
294,8.764175794711923
295,7.2464475889129325
296,4.680836517529678
297,6.291095995696486
298,7.484456241101899
299,4.686076189275072
300,4.453347955224165
301,8.574585000344584
302,3.228706743280026
303,7.517264466968039
304,3.545255088762014
305,8.766778698060449
306,8.06942663974188
307,6.936056540320415
308,4.958637430688222
309,5.136678409217017
310,4.457697545420334
311,5.462021538568518
312,5.358786552376447
313,9.46932366404351
314,6.9692036548887675
315,5.352058503889001
316,5.72495095607303
317,2.4431295085990534
318,5.322135343155039
319,5.094476892806993
320,4.188742871429356
321,5.598923780834963
322,5.368569752563289
323,3.695634071028853
324,4.914628375525147
325,7.769540472260946
326,7.413546178551682
327,6.52892767210444
328,6.932274965161563
329,3.6900477055042984
330,8.917417891399912
331,9.079083044415846
332,6.875571643434389
333,4.768691590356117
334,8.767912943223417
335,6.6614673410557135
336,5.8156712001638855
337,5.446407306138756
338,7.613070174131872
339,5.196685701658879
340,6.954382720106767
341,3.8296208745876403
342,2.446693602281048
343,7.093235202169822
344,4.434172901876802
345,5.708411956085497
346,5.980946516771425
347,5.835815860574014
348,6.100864802585192
349,4.423600308573047
350,4.16721676169725
351,6.503563487174153
352,4.618098582962114
353,7.316218826428429
354,6.210133341706843
355,3.475886902129986
356,5.585998294718797
357,6.5903591786184155
358,5.710706867215814
359,3.299146670048146
360,8.373867486663052
361,6.7472834159002755
362,5.1798547472123815
363,1.767733255669921
364,3.1172873423618976
365,6.66700100955191
366,5.597306693210742
367,3.6696538988319247
368,7.027233830931314
369,6.361824859921665
370,3.6917723586719093
371,8.371044377627197
372,6.519603475447293
373,6.710005174803843
374,4.040629160356763
375,6.194318533234953
376,7.70643412457027
377,6.037204626071041
378,7.942782392710358
379,6.465859175670268
380,8.679480427203783
381,8.832849746810213
382,3.4016331139557137
383,3.82019674353807
384,6.704047446063677
385,7.705354415436707
386,6.518512114224043
387,9.216979866522568
388,7.6116462972031105
389,9.802694821739287
390,6.425606598170534
391,5.323833796801727
392,3.6586017926221346
393,3.948853857548606
394,8.628910623370894
395,5.234561486344025
396,5.595716645949631
397,5.798180839837674
398,0.7009126551895934
399,8.675145601000425
400,6.75272885569827
401,7.571180781043736
402,3.304841656770727
403,4.165551001906574
404,6.998274930009391
405,7.889572150162522
406,3.993171538836516
407,5.658896005584754
408,5.715576855356426
409,6.240536634243214
410,5.203514439158589
411,4.773254101356809
412,6.792801085562509
413,5.653823933597989
414,6.39877016805425
415,4.98159425155006
416,5.097475630644089
417,5.2052597084406464
418,6.142659721015681
419,6.061512194573833
420,3.0065256393267443
421,4.051693490229524
422,6.390471006922124
423,4.354461978840312
424,2.7867158491207897
425,6.251394321894413
426,5.032623324733629
427,3.4238005870743216
428,4.152100007393342
429,6.121209765754028
430,6.055741890919249
431,7.7389226913189635
432,6.560906193793606
433,7.856487264374181
434,4.3075582752955475
435,4.801716286829322
436,4.364091771993146
437,6.5048241756646075
438,7.401628990587971
439,3.724206284013503
440,7.7808931603795415
441,7.826470878371795
442,2.739870831411269
443,6.325789824241078
444,4.992042129238005
445,2.205759984135649
446,3.8351479119631358
447,8.00126368178842
448,2.1416119534369042
449,8.763651951174587
450,6.035787008368953
451,7.63095574638057
452,6.949594240802508
453,8.502644204664328
454,5.518912164917957
455,4.560479909139799
456,7.649912179003714
457,5.076319803132987
458,4.77821274956491
459,6.530014277101287
460,6.789237887307195
461,4.1268845453568055
462,7.391669812892126
463,9.056429542783917
464,4.861860916036845
465,5.462300948073869
466,8.220597429025807
467,6.5359780558134
468,5.430439054067778
469,5.062362300335267
470,6.374423703927956
471,5.8900326611705855
472,6.892266358226081
473,8.739816095798734
474,4.19899908560335
475,4.320646233455867
476,4.886037606116682
477,7.549573533451232
478,6.563206922219033
479,8.109883107221451
480,4.416904926537583
481,6.3934167348083
482,8.263163881022956
483,4.502129559154529
484,5.887636199909359
485,7.573258401324687
486,7.420865858966669
487,2.3274306292890996
488,6.468312570013364
489,6.514869440960876
490,5.584392489246018
491,10.0
492,2.8796193011562305
493,6.2738111843086894
494,1.252767034330343
495,6.251233585966881
496,6.974035861974053
497,6.794497779295828
498,7.375363188906695
499,3.7204650460258804
500,6.542969038372218
501,4.897215076063162
502,4.7060248754095415
503,8.377998608797416
504,4.935350821696956
505,3.7396578598386268
506,5.043963335439596
507,7.550272045089555
508,6.543893046407727
509,8.42246664024854
510,2.4725915905667395
511,8.532883096155917
512,6.555682063712158
513,4.058677318622578
514,7.003027671742146
515,5.073718704931623
516,8.949003167453245
517,4.715604531141837
518,6.27717234184742
519,4.074972028066942
520,3.3570268458937136
521,7.854055450870005
522,5.6809203715967955
523,1.5228913664214885
524,9.146001042608074
525,7.338069605396198
526,4.839565304698741
